name,fish_group,visual_effect,user_id,rating,item_id
L129 Colombian Zebra Catfish - Hypancistrus debilittera,Catfish,especially colorful,1,1,165
"2x scalar ""Green mirror"" - Pterophyllum scalare - DNZ - pair",Cichlids,forms territories (when spawning),1,7,313
Scalar marble XL - Pterophyllum scalare,Cichlids,forms territories (when spawning),1,6,308
Green Neon Dwarf Rasbora - Microdevario kubotai,Beardies,especially colorful,1,4,130
"Swordtail ""Neon"" - Xiphophorus Helleri",Tooth carp,especially colorful,1,1,461
"2x scalar ""mix"" - Pterophyllum scalare - DNZ",Cichlids,forms territories (when spawning),1,7,297
2x giraffe perch - Nimbochromis venustus - DNZ 4cm - pair,Cichlids,forms precincts,1,8,267
"Ballonmolly ""mix"" - Poecilia latipinna",Tooth carp,especially colorful,1,2,463
2 x black-throated dwarf cichlid - Apistogramma viejita - DNZ - pair,Cichlids,forms territories (when spawning),1,5,325
Chameleon cichlid - Pseudotropheus crabro,Cichlids,forms territories (when spawning),1,6,332
Three-striped dwarf cichlid - Apistogramma trifasciata,Cichlids,forms territories (when spawning),1,4,356
"Swordtail ""Marygold"" - Xiphophorus Helleri",Tooth carp,especially colorful,1,3,484
Gold Molly Lyratail - Poecilia sphenops,Tooth carp,especially colorful,1,3,512
Orange Blue Rainbowfish - Melanotaenia boesemani - DNZ,Spikefish,especially colorful,1,3,90
Scalar cobalt green mirror - Pterophyllum scalare,Cichlids,interesting body shape,1,10,302
3x Kaiser cichlid red - Aulonocara fire fish - TRIO (1m/2w) DNZ,Cichlids,especially colorful,1,1,309
"2x Marble Gourami ""Cosby"" - Trichogaster trichopterus - pair",Labyrinth fish,forms territories (when spawning),1,6,390
Espes harlequin rasbora - Trigonostigma (Rasbora) espei,Beardies,swarm behaviour,1,4,17
L 144 golden catfish - Ancistrus spec.,Catfish,interesting body shape,1,7,246
2 x Butterfly Cichlid - Microgeophagus ramirezi - DNZ pair,Cichlids,especially colorful,1,4,261
Green Panaque - Panaque sp. - L191,Catfish,especially colorful,1,2,230
L128 - Blue Phantom - Hemiancistrus spec,Catfish,especially colorful,1,3,214
Guppy koi tuxedo - Poecilia reticulata,Tooth carp,especially colorful,1,2,467
Dwarf rasbora - Boraras maculatus,Beardies,swarm behaviour,1,3,127
2x Gourami - Colisa chuna - pair,Labyrinth fish,especially colorful,1,1,396
Molly leopard - Poecilia sphenops,Tooth carp,especially colorful,1,4,502
Swordtail pineapple wagtail - Xiphophorus Helleri,Tooth carp,interesting body shape,1,9,485
Harlequin Barb - Trigonostigma heteromorpha - DNZ,Beardies,especially colorful,1,2,12
2 x Guinea fowl perch - Altolamprologus calvus BLACK DNZ - pair,Cichlids,especially colorful,1,2,315
L287 - Ocelot Loricariidae - Hypancistrus sp. DNZ 4-5cm,Catfish,especially colorful,1,3,178
Red-gold neon tetra - Paracheirodon innesi,Tetra,swarm behaviour,1,4,69
White-cheeked Goby - Rhinogobius duospilus,Gobies,especially colorful,1,2,218
Sparkling Tetra - Hyphessobrycon amandae,Tetra,especially colorful,1,4,11
Kaiser cichlid albino pink peacock - Aulonocara firefish albino,Cichlids,especially colorful,1,3,339
Peacock Cichlid albino - Astronotus ocellatus,Cichlids,interesting body shape,1,9,335
"2 x blue spotted perch ""Neon Blue"" - Aequidens pulcher - DNZ - 5cm - pair",Cichlids,especially colorful,1,3,284
Red Thick-lipped Gourami - Colisa labiosa,Labyrinth fish,forms territories (when spawning),1,7,411
Catfish - Ancistrus sp. - GRNLO,Catfish,forms precincts,1,7,228
Tortoiseshell Catfish - LDA 16 - Ancistrus sp. - DNZ,Catfish,forms precincts,1,8,236
L114 - Leopard Cactus Catfish - Pseudacanthicus cf. leopardus - 4-6cm,Catfish,forms precincts,1,6,203
Nanus Armored Catfish - Corydoras nanus - DNZ,Catfish,swarm behaviour,1,6,233
Golden Zebrafish - Brachydanio rerio,Beardies,swarm behaviour,1,3,103
Endler Guppy male natural form - Poecilia wingei,Tooth carp,especially colorful,1,2,489
Discus heckel DNZ - Symphysodon discus,Cichlids,especially colorful,1,2,305
Steindachner's dwarf cichlid - Apistogramma steindachneri,Cichlids,forms territories (when spawning),1,7,336
"Molly ""Dalmatian"" - Poecilia sphenops",Tooth carp,especially colorful,1,4,448
African-finned sucker - Sewellia lineolata,Loaches,swarm behaviour,1,5,251
Sajica cichlid - Cryptoheros sajica,Cichlids,forms territories (when spawning),1,6,342
Mosaic Gourami gold DNZ - Trichogaster leeri,Labyrinth fish,forms territories (when spawning),1,5,420
Platy blue mickey mouse - Xiphophorus maculatus,Tooth carp,especially colorful,1,1,460
Pastel Goby - Tateurdina ocellicauda,Gobies,especially colorful,1,2,249
Finite bichir - Polypterus finiteri - 4cm,Other fish,forms precincts,1,8,529
Swordtail Koi Kohaku - Xiphophorus Helleri,Tooth carp,especially colorful,1,4,451
L18 - Golden Nugget - Baryancistrus xanthellus - 6-8cm,Catfish,especially colorful,1,2,190
2x Blue Gourami - Trichopodus lalius - pair,Labyrinth fish,especially colorful,1,2,389
Longitudinal strip of ornamental tetra gold - Nannostomus beckfordi,Tetra,especially colorful,1,1,82
Golden Ringed Goby - Brachygobius xanthozona,Gobies,forms precincts,1,6,143
Elephantnose Fish - Gnathonemus petersii,Bone Tongues,swarm behaviour,1,6,377
"Molly ""Black Lyra"" - Poecilia sphenops",Tooth carp,especially colorful,1,4,520
Copper Tetra DNZ - Hasemania nana,Tetra,especially colorful,1,3,15
Red striped fire eel - Mastacembelus erythrotaenia,Spiny eels,especially colorful,1,2,185
Blue Neon - Paracheirodon simulans,Tetra,especially colorful,1,3,2
Saddleback Mailed Catfish - Scleromystax barbatus - DNZ,Catfish,swarm behaviour,1,5,145
2x Yellow Viktoria Mouthbrooder - Haplochromis rock kribensis - DNZ 5cm,Cichlids,forms territories (when spawning),1,7,323
Chindongo saulosi CORAL RED - 7-9cm,Cichlids,forms precincts,1,5,270
"Painted callous catfish ""albino"" - Hoplosternum thoracatum",Catfish,forms territories (when spawning),1,7,147
L226 - Pink Tiger Pleco - Panaqolus changae - 5-6cm,Catfish,especially colorful,1,4,210
Blue Rainbowfish - Melanotaenia lacustris - DNZ,Spikefish,especially colorful,1,2,62
Neon medaka - Oryzias cf. woworae - DNZ,Spikefish,especially colorful,1,4,375
Panda loach - Protomyzon pachychilus,Loaches,especially colorful,1,1,191
Ornamental Tetra - Hyphessobrycon bentosi,Tetra,swarm behaviour,1,6,35
"""Wagtail Red"" Swordtail - Xiphophorus Helleri",Tooth carp,especially colorful,1,1,453
2x Cape Lopez killifish EU-NZ - Aphyosemion australe - pair,Tooth carp,especially colorful,1,3,368
Spotted Blue-Eyed - Pseudomugil gertrudae,Spikefish,especially colorful,1,4,55
3x Blue Yellow Mouthbrooder - Pseudotropheus acei - TRIO (2W/1M) - DNZ 4 cm,Cichlids,forms territories (when spawning),1,4,273
Island Barb - Oliotius (Puntius) oligolepis,Barbs,swarm behaviour,1,5,96
Fighting fish male poster lg - Betta splendens,Labyrinth fish,interesting body shape,1,9,398
"Sailfin ""black"" - Poecilia velifera",Tooth carp,forms territories (when spawning),1,6,509
Neon Black - Hyphessobrycon herbertaxelrodi - DNZ,Tetra,swarm behaviour,1,4,20
2x dwarf gourami - Trichogaster lalius - pair,Labyrinth fish,especially colorful,1,3,393
"Fighting fish male ""Red"" xl",Labyrinth fish,especially colorful,1,2,400
Eyespot Spiny Eel - Macrognathus aculeatus Red fin,Spiny eels,especially colorful,1,3,216
Miguelito Armored Catfish - Corydoras virginiae,Catfish,swarm behaviour,1,5,183
Superb Rainbow Fish - Melanotaenia praecox - DNZ,Spikefish,especially colorful,1,1,60
Moss Barb - Barbus tetrazona - DNZ,Barbs,especially colorful,1,2,38
Hawaiian Platy - Xiphophorus maculatus,Tooth carp,especially colorful,1,4,510
2x Scalar Marble - Pterophyllum scalare - DNZ,Cichlids,forms territories (when spawning),1,6,263
Betta male Dragon metallic lg - Betta splendens,Labyrinth fish,interesting body shape,1,7,407
Cherry spotted tetra - Hyphessobrycon erythrostigma,Tetra,especially colorful,1,4,67
Green Puffer Fish - Dichotomyctere (Tetraodon) nigroviridis,Pufferfish,interesting body shape,1,10,386
Emperor clown loach - Botia udomrithruji,Loaches,swarm behaviour,1,5,196
"Black Emperor Tetra - Nematobrycon palmeri ""black""",Tetra,especially colorful,1,3,27
Parrot Platy - Xiphophorus variatus,Tooth carp,especially colorful,1,4,452
"2 x butterfly cichlid ""electric blue"" - Microgeophagus ramirezi - pair",Cichlids,especially colorful,1,1,288
Corydoras aeneus - DNZ,Catfish,swarm behaviour,1,6,139
Black Phantom Tetra - Hyphessobrycon megalopterus,Tetra,swarm behaviour,1,5,29
Mosaic Gourami - Trichogaster leeri,Labyrinth fish,forms territories (when spawning),1,7,401
Yellow Emperor Cichlid - Aulonocara maleri,Cichlids,forms territories (when spawning),1,5,328
Corydoras rabauti,Catfish,swarm behaviour,1,3,217
Male Lemon Guppy - Poecilia reticulata,Tooth carp,especially colorful,1,3,436
Kaiser cichlid check - Aulonocara jam Cat,Cichlids,forms territories (when spawning),1,5,296
Panda armored catfish - Corydoras panda - DNZ,Catfish,especially colorful,1,2,142
Queen Arabesque Pleco - L260 - Hypancistrus sp. DNZ,Catfish,especially colorful,1,3,194
2 x Villavicencio dwarf cichlid - Apistogramma macmasteri - pair,Cichlids,especially colorful,1,3,324
Rusty mouthbrooder DNZ - Iodotropheus sprengerae,Cichlids,especially colorful,1,3,359
Checkerboard Loach - Yasuhikotakia sidthmunki,Loaches,swarm behaviour,1,4,141
Purple Fin Loach - Pseudogastromyzon laticeps,Loaches,interesting body shape,1,10,223
Neon blue goby - Stiphodon atropurpureus,Gobies,especially colorful,1,1,152
Clown Loach - Botia macracantha - S,Loaches,forms precincts,1,7,234
Male arctic blue guppy - Poecilia reticulata,Tooth carp,especially colorful,1,1,501
Harlequin Bass - Uara amphiacenthoides,Cichlids,interesting behaviour,1,7,340
2x threadfish blue - Trichogaster trichopterus - pair,Labyrinth fish,especially colorful,1,1,388
Shark catfish - Pangasius sutchi,Catfish,forms precincts,1,7,208
"Parrot Platy ""Hawaii - high fin"" - Xiphophorus variatus",Tooth carp,especially colorful,1,3,493
"Axelrod's rasbora ""blue"" - Sundadanio axelrodi",Beardies,interesting behaviour,1,9,102
Shield catfish 5-6 cm - Hypostomus plecostomus,Catfish,forms precincts,1,5,150
Kissing Gourami Gold - Helostoma temminckii,Labyrinth fish,especially colorful,1,4,415
Scalar koi brilliant DNZ - Pterophyllum scalare,Cichlids,interesting body shape,1,8,345
2x Rachow's killifish - Nothobranchius rachovii - pair,Carps,especially colorful,1,2,371
L236 Lined Loricariidae - Hypancistrus sp. 5cm,Catfish,especially colorful,1,3,177
Discus turquoise DNZ - Symphysodon aequifasciatus,Cichlids,interesting body shape,1,7,271
"Molly ""gold dust"" - Poecilia sphenops",Tooth carp,especially colorful,1,2,437
Magnificent Algae Eater - Panda suckling barb Garra flavatra,Barbs,swarm behaviour,1,4,120
"Swordtail ""Koi Sanke"" - Xiphophorus Helleri",Tooth carp,especially colorful,1,3,469
Black-banded tetra - Hyphessobrycon melanostichos,Tetra,swarm behaviour,1,3,125
Round-headed flounder catfish - Planiloricaria cryptodon 8cm,Catfish,especially colorful,1,1,180
L177 - Baryancistrus xanthellus - 6-8cm,Catfish,forms precincts,1,7,204
"Swordtail ""Black"" - Xiphophorus Helleri",Tooth carp,especially colorful,1,4,456
"Molly ""Goldstaub Lyra"" - Poecilia sphenops",Tooth carp,interesting body shape,1,7,435
L340 - Mega Clown - Hypancistrus spec - 5-6cm,Catfish,especially colorful,1,3,211
"Golden Emperor Tetra EU-NZ - Nematobrycon palmeri ""gold""",Tetra,especially colorful,1,1,64
Headstander - Anostomus anostomus - DNZ - 5cm,Tetra,swarm behaviour,1,6,98
White-fronted Knifefish - Apteronotus albifrons,Other fish,forms precincts,1,8,528
Celebe's Sunray Fish - Marosatherina ladigesi,Spikefish,especially colorful,1,1,59
Corydoras trilineatus - Corydoras trilineatus,Catfish,swarm behaviour,1,4,195
"Axolotl ""Albino"" - Ambystoma mexicanum - DNZ",Other fish,especially colorful,1,4,530
"2x Marble Gourami ""gold/orange"" - Trichogaster trichopterus - pair - DNZ",Labyrinth fish,forms territories (when spawning),1,4,391
Indian glass catfish - Kryptopterus vitreolus (bicirrhis),Catfish,swarm behaviour,1,5,140
Red Neon XL - Paracheirodon axelrodi,Tetra,especially colorful,1,4,3
L399 - Belo Monte loricariid Hypancistrus sp. DNZ 5-7cm,Catfish,especially colorful,1,2,179
Pea Puffer Fish - Carinotetraodon travancoricus,Pufferfish,especially colorful,1,1,384
Striped Garfish Gold - Aplocheilus lineatus,Tooth carp,especially colorful,1,1,366
"Guppy male ""dumbo ear"" - Poecilia reticulata",Tooth carp,especially colorful,1,4,464
Betta male Superdelta koi - Betta splendens,Labyrinth fish,interesting body shape,1,8,421
Molly silver lyre - Poecilia sphenops,Tooth carp,especially colorful,1,1,500
Scalar red ghost - Pterophyllum scalare,Cichlids,interesting body shape,1,9,360
Guinea fowl rasbora - Celestichthys (Danio) margaritatus (minifish),Beardies,especially colorful,1,2,18
"Female guppy ""koi kohaku"" - Poecilia reticulata",Tooth carp,especially colorful,1,1,508
Golden Phantom Tetra - Megalomphodus roseus,Tetra,swarm behaviour,1,3,126
Endler Guppy - Poecilia wingei - (Nano Fish - Female & Male),Tooth carp,especially colorful,1,1,432
"2 x Panduro's dwarf cichlid - Apistogramma panduro, DNZ - pair",Cichlids,especially colorful,1,2,349
Ear grating Loricariidae - Otocinclus,Catfish,swarm behaviour,1,4,247
"Platy ""bleeding heart"" - Xiphophorus maculatus",Tooth carp,especially colorful,1,1,457
2 x Forktail Checkerboard Cichlid - Dicrossus filamentosus - 4cm - pair,Cichlids,forms territories (when spawning),1,7,294
Cameroon Featherbeard Catfish - Synodontis velifer - 4cm,Catfish,especially colorful,1,2,207
Betta splendens female poster DNZ - Betta splendens,Labyrinth fish,especially colorful,1,1,422
Leopard danio - Danio rerio (Brachydanio frankei),Beardies,swarm behaviour,1,6,44
Redfin Tetra - Aphyocharax anisitsi,Tetra,swarm behaviour,1,3,121
L66 King Tiger Pleco - Hypancistrus spec. - DNZ 6-7 cm,Catfish,especially colorful,1,3,157
Guppy Mix male - Poecilia reticulata,Tooth carp,especially colorful,1,1,524
2 x Purple Perch - Pelvicachromis pulcher - DNZ pair,Cichlids,especially colorful,1,2,260
Paska's Blue Eye - Pseudomugil luminatus (paskai),Spikefish,especially colorful,1,3,50
2x azure cichlids - Sciaenochromis freyeri DNZ pairs,Cichlids,forms territories (when spawning),1,6,291
2x chestnut cichlid - Aequidens maronii,Cichlids,forms territories (when spawning),1,7,354
Glow-eyed rasbora - Rasbora dorsiocellata,Beardies,swarm behaviour,1,3,41
Half-beaked pike - Dermogenys pusillus,Spikefish,interesting body shape,1,10,105
Yellow Congo Tetra - Alestopetersius caudalis,Tetra,interesting body shape,1,8,72
2x black and white slim cichlid - Julidochromis transcriptus DNZ ​​pair,Cichlids,forms territories (when spawning),1,7,311
3x brass mouthbrooder - Pseudocrenilabrus dispersus philander - TRIO (2W/1M) - DNZ 4 cm,Cichlids,forms territories (when spawning),1,6,322
Scalar color mix - Pterophyllum scalare,Cichlids,forms territories (when spawning),1,6,256
Western Rainbowfish - Melanotaenia splendida australis - DNZ,Spikefish,especially colorful,1,2,94
Black Neon XL - Hyphessobrycon herbertaxelrodi,Tetra,swarm behaviour,1,4,30
Cardinalfish - Tanichthys albonubes,Beardies,swarm behaviour,1,5,0
L46 Zebra loricariid - Hypancistrus zebra,Catfish,especially colorful,1,1,237
L387 - dwarf shield catfish - Ancistomus sp. DNZ 4-6 cm,Catfish,especially colorful,1,2,182
Platy 'blue calico glowlight' - Xiphophorus maculatus,Tooth carp,especially colorful,1,3,475
Kangal Nibbler Fish - Garra rufa,Barbs,swarm behaviour,1,4,65
Axolotl - Ambystoma mexicanum - DNZ,Other fish,especially colorful,1,4,534
Sucking Loach - Gyrinocheilus aymonieri,Loaches,forms precincts,1,5,166
Rainbow cichlid DNZ - Herotilapia multispinosa,Cichlids,forms territories (when spawning),1,6,346
Line Thorn Catfish - Platydoras costatus,Catfish,swarm behaviour,1,5,235
Oblique swimmers - Thayeria boehlkei,Tetra,swarm behaviour,1,3,36
Coral Platy - Xiphophorus maculatus,Tooth carp,especially colorful,1,2,518
Green Fringe Lipstick - Epalzeorhynchos frenatum,Other fish,especially colorful,1,1,525
2x Scalar Zebra - Pterophyllum scalare - DNZ,Cichlids,interesting body shape,1,8,295
2x Black Scalar - Pterophyllum scalare - DNZ,Cichlids,forms territories (when spawning),1,5,321
Male Fighting Fish - Betta splendens,Labyrinth fish,especially colorful,1,1,399
Brocade Barb - Barbodes semifasciolatus DNZ,Barbs,especially colorful,1,2,22
"Platy ""Red Wagtail"" - Xiphophorus maculatus",Tooth carp,especially colorful,1,3,455
Miniature Shark - Hexanematichthys (Arius) seemani,Catfish,especially colorful,1,2,193
"Corydoras aeneus ""black"" - Corydoras aeneus - DNZ",Catfish,swarm behaviour,1,6,245
2x Gardner's killifish - Fundulopanchax gardneri - pair,Tooth carp,especially colorful,1,2,369
Glowlight Tetra DNZ - Hemigrammus erythrozonus,Tetra,swarm behaviour,1,4,26
"Sailfin ""dalmatian"" - Poecilia velifera",Tooth carp,especially colorful,1,2,497
Cobalt zebra cichlid bright blue - Pseudotropheus callainos,Cichlids,forms precincts,1,8,333
L14 - Sun Catfish - Scobinancistrus cf. aureatus - 8cm,Catfish,forms precincts,1,7,205
White spotted cichlid DNZ - Tropheus duboisi maswa,Cichlids,forms territories (when spawning),1,4,331
Crossband garfish - Epiplatys dageti dageti - DNZ,Spikefish,especially colorful,1,2,372
Longfin sturgeon catfish DNZ - Sturisoma festivum,Catfish,interesting body shape,1,9,221
Thick Skin Mouthbrooder - Haplochromis CH 44,Cichlids,forms precincts,1,7,285
"Betta male crescent xl ""Dumbo Ear"" - Betta splendens",Labyrinth fish,especially colorful,1,4,405
Odessa barb - Puntius padamya,Barbs,especially colorful,1,2,119
L184 / L107 Brilliant catfish - Ancistrus sp. - DNZ 5-6cm,Catfish,especially colorful,1,4,176
Betta Hybrid Alien Male - Betta splendens,Labyrinth fish,especially colorful,1,2,419
"Platy ""tricolor"" - Xiphophorus maculatus",Tooth carp,especially colorful,1,4,439
Bitterling Barb - Barbus titteya,Barbs,especially colorful,1,2,74
Witch Catfish - Rineloricaria fallax - 8-10cm,Catfish,especially colorful,1,3,231
Veil Bitterling Barb DNZ - Barbus titteya,Barbs,especially colorful,1,1,78
Germany Platy - Xiphophorus maculatus,Tooth carp,especially colorful,1,2,447
Bumblebee Platy - Xiphophorus maculatus,Tooth carp,especially colorful,1,4,492
